"# CarMaker trajectory export, merged from Orientations_1.xls + Translations_2.xls"
"# Frame: ISO 8855 (X forward, Y left, Z up). Units: time=s, tx/ty/tz=m, pitch/roll/yaw=deg"
# Trailing repeated end-of-sim samples have been removed via dedup-by-time.
time_s,tx_m,ty_m,tz_m,pitch_deg,roll_deg,yaw_deg
7.100000,-179.996796,0.016535,0.000000,0.035891,0.037579,180.561274
7.110000,-180.247192,0.014104,0.000000,0.035946,0.037407,180.562955
7.120000,-180.497589,0.011666,0.000000,0.036001,0.037235,180.564621
7.130000,-180.747971,0.009220,0.000000,0.036055,0.037061,180.566288
7.140000,-180.998367,0.006767,0.000000,0.036108,0.036887,180.567941
7.150000,-181.248764,0.004307,0.000000,0.036161,0.036712,180.569580
7.160000,-181.499146,0.001840,0.000000,0.036213,0.036537,180.571219
7.170000,-181.749542,-0.000635,0.000000,0.036265,0.036361,180.572845
7.180000,-181.999924,-0.003117,0.000000,0.036316,0.036185,180.574470
7.190000,-182.250320,-0.005606,0.000000,0.036366,0.036008,180.576082
7.200000,-182.500702,-0.008102,0.000000,0.036416,0.035830,180.577680
7.210000,-182.751083,-0.010605,0.000000,0.036465,0.035652,180.579265
7.220000,-183.001465,-0.013115,0.000000,0.036514,0.035474,180.580850
7.230000,-183.251846,-0.015632,0.000000,0.036563,0.035295,180.582421
7.240000,-183.502228,-0.018156,0.000000,0.036610,0.035115,180.583992
7.250000,-183.752609,-0.020687,0.000000,0.036658,0.034935,180.585549
7.260000,-184.002991,-0.023225,0.000000,0.036704,0.034755,180.587092
7.270000,-184.253357,-0.025769,0.000000,0.036750,0.034574,180.588636
7.280000,-184.503738,-0.028321,0.000000,0.036796,0.034393,180.590166
7.290000,-184.754120,-0.030879,0.000000,0.036841,0.034212,180.591682
7.300000,-185.004486,-0.033444,0.000000,0.036885,0.034030,180.593199
7.310000,-185.254852,-0.036015,0.000000,0.036929,0.033848,180.594701
7.320000,-185.505234,-0.038594,0.000000,0.036972,0.033666,180.596204
7.330000,-185.755600,-0.041178,0.000000,0.037015,0.033483,180.597679
7.340000,-186.005966,-0.043770,0.000000,0.037058,0.033300,180.599155
7.350000,-186.256332,-0.046368,0.000000,0.037099,0.033117,180.600630
7.360000,-186.506699,-0.048972,0.000000,0.037141,0.032934,180.602092
7.370000,-186.757065,-0.051583,0.000000,0.037181,0.032750,180.603540
7.380000,-187.007431,-0.054200,0.000000,0.037221,0.032566,180.604974
7.390000,-187.257797,-0.056823,0.000000,0.037261,0.032381,180.606408
7.400000,-187.508148,-0.059453,0.000000,0.037300,0.032197,180.607829
7.410000,-187.758514,-0.062090,0.000000,0.037339,0.032012,180.609250
7.420000,-188.008865,-0.064732,0.000000,0.037377,0.031827,180.610657
7.430000,-188.259232,-0.067381,0.000000,0.037414,0.031642,180.612050
7.440000,-188.509583,-0.070035,0.000000,0.037451,0.031456,180.613430
7.450000,-188.759933,-0.072696,0.000000,0.037488,0.031271,180.614809
7.460000,-189.010284,-0.075363,0.000000,0.037524,0.031085,180.616189
7.470000,-189.260635,-0.078036,0.000000,0.037560,0.030899,180.617541
7.480000,-189.510986,-0.080716,0.000000,0.037595,0.030713,180.618894
7.490000,-189.761337,-0.083401,0.000000,0.037629,0.030527,180.620233
7.500000,-190.011673,-0.086092,0.000000,0.037663,0.030341,180.621571
7.510000,-190.262024,-0.088789,0.000000,0.037697,0.030154,180.622896
7.520000,-190.512375,-0.091491,0.000000,0.037730,0.029968,180.624208
7.530000,-190.762711,-0.094200,0.000000,0.037762,0.029781,180.625519
7.540000,-191.013046,-0.096914,0.000000,0.037794,0.029594,180.626817
7.550000,-191.263397,-0.099634,0.000000,0.037826,0.029407,180.628101
7.560000,-191.513733,-0.102360,0.000000,0.037857,0.029220,180.629385
7.570000,-191.764069,-0.105092,0.000000,0.037887,0.029033,180.630655
7.580000,-192.014404,-0.107829,0.000000,0.037917,0.028846,180.631912
7.590000,-192.264740,-0.110571,0.000000,0.037947,0.028659,180.633169
7.600000,-192.515076,-0.113320,0.000000,0.037976,0.028472,180.634412
7.610000,-192.765396,-0.116073,0.000000,0.038005,0.028285,180.635641
7.620000,-193.015732,-0.118833,0.000000,0.038033,0.028098,180.636871
7.630000,-193.266052,-0.121597,0.000000,0.038060,0.027910,180.638087
7.640000,-193.516388,-0.124367,0.000000,0.038088,0.027723,180.639289
7.650000,-193.766708,-0.127143,0.000000,0.038114,0.027536,180.640491
7.660000,-194.017029,-0.129923,0.000000,0.038141,0.027349,180.641679
7.670000,-194.267349,-0.132709,0.000000,0.038167,0.027162,180.642868
7.680000,-194.517670,-0.135501,0.000000,0.038192,0.026975,180.644043
7.690000,-194.767990,-0.138297,0.000000,0.038217,0.026788,180.645204
7.700000,-195.018311,-0.141099,0.000000,0.038241,0.026601,180.646351
7.710000,-195.268631,-0.143905,0.000000,0.038265,0.026414,180.647499
7.720000,-195.518936,-0.146717,0.000000,0.038289,0.026227,180.648632
7.730000,-195.769257,-0.149534,0.000000,0.038312,0.026040,180.649766
7.740000,-196.019562,-0.152356,0.000000,0.038335,0.025853,180.650886
7.750000,-196.269867,-0.155182,0.000000,0.038357,0.025667,180.651993
7.760000,-196.520172,-0.158014,0.000000,0.038379,0.025481,180.653099
7.770000,-196.770477,-0.160851,0.000000,0.038400,0.025294,180.654192
7.780000,-197.020782,-0.163692,0.000000,0.038421,0.025108,180.655271
7.790000,-197.271088,-0.166538,0.000000,0.038442,0.024922,180.656351
7.800000,-197.521393,-0.169389,0.000000,0.038462,0.024736,180.657416
7.810000,-197.771698,-0.172245,0.000000,0.038482,0.024550,180.658468
7.820000,-198.021988,-0.175106,0.000000,0.038501,0.024365,180.659520
7.830000,-198.272293,-0.177971,0.000000,0.038520,0.024179,180.660558
7.840000,-198.522583,-0.180840,0.000000,0.038538,0.023994,180.661583
7.850000,-198.772873,-0.183715,0.000000,0.038557,0.023809,180.662607
7.860000,-199.023178,-0.186593,0.000000,0.038574,0.023624,180.663632
7.870000,-199.273468,-0.189477,0.000000,0.038591,0.023439,180.664629
7.880000,-199.523758,-0.192365,0.000000,0.038608,0.023255,180.665626
7.890000,-199.774033,-0.195257,0.000000,0.038625,0.023071,180.666610
7.900000,-200.024323,-0.198153,0.000000,0.038641,0.022887,180.667593
7.910000,-200.274612,-0.201054,0.000000,0.038656,0.022703,180.668563
7.920000,-200.524887,-0.203960,0.000000,0.038672,0.022519,180.669519
7.930000,-200.775177,-0.206869,0.000000,0.038686,0.022336,180.670475
7.940000,-201.025452,-0.209783,0.000000,0.038701,0.022153,180.671418
7.950000,-201.275726,-0.212701,0.000000,0.038715,0.021970,180.672361
7.960000,-201.526001,-0.215623,0.000000,0.038729,0.021787,180.673289
7.970000,-201.776276,-0.218550,0.000000,0.038742,0.021605,180.674205
7.980000,-202.026550,-0.221480,0.000000,0.038755,0.021423,180.675120
7.990000,-202.276825,-0.224414,0.000000,0.038767,0.021241,180.676022
8.000000,-202.527100,-0.227353,0.000000,0.038780,0.021059,180.676909
8.010000,-202.777359,-0.230295,0.000000,0.038791,0.020878,180.677797
8.020000,-203.027634,-0.233242,0.000000,0.038803,0.020697,180.678672
8.030000,-203.277893,-0.236192,0.000000,0.038814,0.020516,180.679546
8.040000,-203.528152,-0.239146,0.000000,0.038825,0.020336,180.680407
8.050000,-203.778412,-0.242104,0.000000,0.038835,0.020156,180.681253
8.060000,-204.028671,-0.245066,0.000000,0.038845,0.019976,180.682100
8.070000,-204.278931,-0.248031,0.000000,0.038855,0.019796,180.682934
8.080000,-204.529190,-0.251001,0.000000,0.038864,0.019617,180.683753
8.090000,-204.779449,-0.253974,0.000000,0.038873,0.019438,180.684573
8.100000,-205.029709,-0.256950,0.000000,0.038881,0.019260,180.685379
8.110000,-205.279953,-0.259930,0.000000,0.038889,0.019082,180.686185
8.120000,-205.530197,-0.262914,0.000000,0.038897,0.018904,180.686977
8.130000,-205.780457,-0.265901,0.000000,0.038905,0.018726,180.687756
8.140000,-206.030701,-0.268892,0.000000,0.038912,0.018549,180.688534
8.150000,-206.280945,-0.271886,0.000000,0.038919,0.018372,180.689299
8.160000,-206.531189,-0.274884,0.000000,0.038925,0.018195,180.690064
8.170000,-206.781433,-0.277885,0.000000,0.038931,0.018019,180.690816
8.180000,-207.031677,-0.280890,0.000000,0.038937,0.017843,180.691553
8.190000,-207.281906,-0.283897,0.000000,0.038943,0.017668,180.692291
8.200000,-207.532150,-0.286908,0.000000,0.038948,0.017492,180.693015
8.210000,-207.782379,-0.289923,0.000000,0.038953,0.017317,180.693739
8.220000,-208.032623,-0.292940,0.000000,0.038957,0.017143,180.694449
8.230000,-208.282852,-0.295961,0.000000,0.038962,0.016969,180.695146
8.240000,-208.533081,-0.298985,0.000000,0.038965,0.016795,180.695843
8.250000,-208.783310,-0.302012,0.000000,0.038969,0.016622,180.696539
8.260000,-209.033539,-0.305042,0.000000,0.038972,0.016449,180.697209
8.270000,-209.283768,-0.308075,0.000000,0.038975,0.016276,180.697878
8.280000,-209.533981,-0.311111,0.000000,0.038978,0.016104,180.698547
8.290000,-209.784210,-0.314150,0.000000,0.038980,0.015932,180.699203
8.300000,-210.034424,-0.317192,0.000000,0.038982,0.015761,180.699845
8.310000,-210.284653,-0.320236,0.000000,0.038984,0.015590,180.700487
8.320000,-210.534866,-0.323284,0.000000,0.038985,0.015419,180.701116
8.330000,-210.785080,-0.326335,0.000000,0.038986,0.015249,180.701744
8.340000,-211.035294,-0.329388,0.000000,0.038987,0.015079,180.702359
8.350000,-211.285507,-0.332444,0.000000,0.038988,0.014909,180.702960
8.360000,-211.535721,-0.335503,0.000000,0.038988,0.014740,180.703561
8.370000,-211.785934,-0.338564,0.000000,0.038988,0.014572,180.704148
8.380000,-212.036148,-0.341628,0.000000,0.038988,0.014403,180.704736
8.390000,-212.286346,-0.344695,0.000000,0.038988,0.014236,180.705309
8.400000,-212.536545,-0.347764,0.000000,0.038988,0.014068,180.705883
8.410000,-212.786758,-0.350836,0.000000,0.038987,0.013901,180.706443
8.420000,-213.036957,-0.353911,0.000000,0.038986,0.013735,180.706990
8.430000,-213.287155,-0.356988,0.000000,0.038985,0.013569,180.707536
8.440000,-213.537354,-0.360067,0.000000,0.038984,0.013403,180.708069
8.450000,-213.787552,-0.363149,0.000000,0.038983,0.013238,180.708602
8.460000,-214.037750,-0.366233,0.000000,0.038982,0.013073,180.709121
8.470000,-214.287949,-0.369319,0.000000,0.038980,0.012909,180.709640
8.480000,-214.538132,-0.372408,0.000000,0.038978,0.012745,180.710145
8.490000,-214.788330,-0.375499,0.000000,0.038976,0.012582,180.710651
8.500000,-215.038513,-0.378593,0.000000,0.038974,0.012419,180.711142
8.510000,-215.288696,-0.381688,0.000000,0.038972,0.012257,180.711620
8.520000,-215.538879,-0.384786,0.000000,0.038970,0.012095,180.712099
8.530000,-215.789062,-0.387886,0.000000,0.038967,0.011934,180.712577
8.540000,-216.039246,-0.390988,0.000000,0.038964,0.011773,180.713041
8.550000,-216.289429,-0.394092,0.000000,0.038961,0.011613,180.713492
8.560000,-216.539612,-0.397198,0.000000,0.038958,0.011453,180.713943
8.570000,-216.789795,-0.400306,0.000000,0.038955,0.011294,180.714380
8.580000,-217.039963,-0.403417,0.000000,0.038951,0.011135,180.714817
8.590000,-217.290146,-0.406529,0.000000,0.038948,0.010977,180.715240
8.600000,-217.540314,-0.409643,0.000000,0.038944,0.010819,180.715664
8.610000,-217.790482,-0.412759,0.000000,0.038939,0.010662,180.716074
8.620000,-218.040649,-0.415877,0.000000,0.038935,0.010505,180.716470
8.630000,-218.290817,-0.418996,0.000000,0.038930,0.010349,180.716866
8.640000,-218.540985,-0.422118,0.000000,0.038926,0.010194,180.717262
8.650000,-218.791153,-0.425241,0.000000,0.038920,0.010039,180.717645
8.660000,-219.041321,-0.428366,0.000000,0.038915,0.009884,180.718027
8.670000,-219.291473,-0.431493,0.000000,0.038910,0.009730,180.718396
8.680000,-219.541641,-0.434621,0.000000,0.038904,0.009577,180.718751
8.690000,-219.791794,-0.437751,0.000000,0.038898,0.009424,180.719106
8.700000,-220.041962,-0.440883,0.000000,0.038892,0.009272,180.719462
8.710000,-220.292114,-0.444016,0.000000,0.038885,0.009121,180.719803
8.720000,-220.542267,-0.447151,0.000000,0.038879,0.008970,180.720131
8.730000,-220.792419,-0.450287,0.000000,0.038872,0.008820,180.720459
8.740000,-221.042572,-0.453425,0.000000,0.038865,0.008670,180.720787
8.750000,-221.292725,-0.456565,0.000000,0.038857,0.008521,180.721101
8.760000,-221.542862,-0.459705,0.000000,0.038850,0.008373,180.721401
8.770000,-221.793015,-0.462848,0.000000,0.038842,0.008225,180.721702
8.780000,-222.043167,-0.465991,0.000000,0.038834,0.008078,180.722002
8.790000,-222.293304,-0.469136,0.000000,0.038826,0.007931,180.722289
8.800000,-222.543442,-0.472282,0.000000,0.038817,0.007786,180.722576
8.810000,-222.793594,-0.475430,0.000000,0.038809,0.007641,180.722849
8.820000,-223.043732,-0.478579,0.000000,0.038800,0.007496,180.723109
8.830000,-223.293869,-0.481729,0.000000,0.038791,0.007352,180.723382
8.840000,-223.544006,-0.484880,0.000000,0.038781,0.007209,180.723628
8.850000,-223.794128,-0.488032,0.000000,0.038772,0.007067,180.723888
8.860000,-224.044266,-0.491186,0.000000,0.038762,0.006925,180.724120
8.870000,-224.294403,-0.494341,0.000000,0.038752,0.006784,180.724366
8.880000,-224.544525,-0.497497,0.000000,0.038742,0.006644,180.724598
8.890000,-224.794662,-0.500653,0.000000,0.038731,0.006505,180.724816
8.900000,-225.044785,-0.503811,0.000000,0.038721,0.006366,180.725035
8.910000,-225.294907,-0.506970,0.000000,0.038710,0.006228,180.725240
8.920000,-225.545029,-0.510130,0.000000,0.038699,0.006090,180.725458
8.930000,-225.795151,-0.513291,0.000000,0.038687,0.005954,180.725650
8.940000,-226.045273,-0.516453,0.000000,0.038676,0.005818,180.725841
8.950000,-226.295395,-0.519616,0.000000,0.038664,0.005683,180.726032
8.960000,-226.545517,-0.522780,0.000000,0.038652,0.005549,180.726210
8.970000,-226.795639,-0.525944,0.000000,0.038640,0.005415,180.726387
8.980000,-227.045746,-0.529109,0.000000,0.038628,0.005282,180.726565
8.990000,-227.295868,-0.532276,0.000000,0.038616,0.005150,180.726729
9.000000,-227.545975,-0.535443,0.000000,0.038603,0.005019,180.726879
9.010000,-227.796082,-0.538610,0.000000,0.038590,0.004889,180.727043
9.020000,-228.046204,-0.541779,0.000000,0.038577,0.004759,180.727180
9.030000,-228.296310,-0.544948,0.000000,0.038564,0.004630,180.727330
9.040000,-228.546417,-0.548118,0.000000,0.038551,0.004502,180.727467
9.050000,-228.796524,-0.551288,0.000000,0.038537,0.004375,180.727589
9.060000,-229.046616,-0.554459,0.000000,0.038524,0.004249,180.727712
9.070000,-229.296722,-0.557631,0.000000,0.038510,0.004123,180.727835
9.080000,-229.546829,-0.560803,0.000000,0.038496,0.003998,180.727945
9.090000,-229.796921,-0.563976,0.000000,0.038481,0.003874,180.728054
9.100000,-230.047028,-0.567149,0.000000,0.038467,0.003751,180.728163
9.110000,-230.297119,-0.570323,0.000000,0.038452,0.003629,180.728259
9.120000,-230.547226,-0.573498,0.000000,0.038438,0.003507,180.728354
9.130000,-230.797318,-0.576673,0.000000,0.038423,0.003386,180.728436
9.140000,-231.047409,-0.579848,0.000000,0.038408,0.003266,180.728518
9.150000,-231.297501,-0.583024,0.000000,0.038393,0.003147,180.728600
9.160000,-231.547592,-0.586200,0.000000,0.038377,0.003029,180.728669
9.170000,-231.797684,-0.589376,0.000000,0.038362,0.002912,180.728737
9.180000,-232.047760,-0.592553,0.000000,0.038346,0.002795,180.728792
9.190000,-232.297852,-0.595730,0.000000,0.038330,0.002679,180.728860
9.200000,-232.547943,-0.598908,0.000000,0.038314,0.002565,180.728901
9.210000,-232.798019,-0.602085,0.000000,0.038298,0.002451,180.728956
9.220000,-233.048096,-0.605263,0.000000,0.038282,0.002337,180.728996
9.230000,-233.298187,-0.608442,0.000000,0.038266,0.002225,180.729024
9.240000,-233.548264,-0.611620,0.000000,0.038249,0.002113,180.729065
9.250000,-233.798340,-0.614799,0.000000,0.038233,0.002003,180.729092
9.260000,-234.048416,-0.617977,0.000000,0.038216,0.001893,180.729106
9.270000,-234.298492,-0.621156,0.000000,0.038199,0.001784,180.729133
9.280000,-234.548569,-0.624336,0.000000,0.038182,0.001676,180.729147
9.290000,-234.798645,-0.627515,0.000000,0.038165,0.001569,180.729147
9.300000,-235.048721,-0.630694,0.000000,0.038148,0.001462,180.729160
9.310000,-235.298782,-0.633874,0.000000,0.038130,0.001357,180.729160
9.320000,-235.548859,-0.637053,0.000000,0.038113,0.001252,180.729147
9.330000,-235.798920,-0.640233,0.000000,0.038095,0.001148,180.729147
9.340000,-236.048996,-0.643412,0.000000,0.038078,0.001045,180.729133
9.350000,-236.299057,-0.646592,0.000000,0.038060,0.000943,180.729106
9.360000,-236.549118,-0.649771,0.000000,0.038042,0.000842,180.729092
9.370000,-236.799179,-0.652950,0.000000,0.038024,0.000742,180.729065
9.380000,-237.049240,-0.656130,0.000000,0.038006,0.000642,180.729037
9.390000,-237.299301,-0.659309,0.000000,0.037987,0.000543,180.728996
9.400000,-237.549362,-0.662488,0.000000,0.037969,0.000445,180.728956
9.410000,-237.799423,-0.665667,0.000000,0.037950,0.000348,180.728915
9.420000,-238.049484,-0.668846,0.000000,0.037932,0.000252,180.728874
9.430000,-238.299545,-0.672025,0.000000,0.037913,0.000157,180.728819
9.440000,-238.549591,-0.675204,0.000000,0.037894,0.000063,180.728764
9.450000,-238.799652,-0.678382,0.000000,0.037876,-0.000031,180.728696
9.460000,-239.049698,-0.681560,0.000000,0.037857,-0.000124,180.728641
9.470000,-239.299744,-0.684738,0.000000,0.037838,-0.000216,180.728573
9.480000,-239.549805,-0.687916,0.000000,0.037818,-0.000307,180.728505
9.490000,-239.799850,-0.691094,0.000000,0.037799,-0.000397,180.728423
9.500000,-240.049896,-0.694271,0.000000,0.037780,-0.000486,180.728354
9.510000,-240.299942,-0.697448,0.000000,0.037760,-0.000575,180.728272
9.520000,-240.549988,-0.700624,0.000000,0.037741,-0.000662,180.728177
9.530000,-240.800034,-0.703800,0.000000,0.037721,-0.000749,180.728095
9.540000,-241.050079,-0.706976,0.000000,0.037702,-0.000835,180.727999
9.550000,-241.300125,-0.710152,0.000000,0.037682,-0.000920,180.727904
9.560000,-241.550156,-0.713327,0.000000,0.037662,-0.001005,180.727808
9.570000,-241.800201,-0.716502,0.000000,0.037642,-0.001088,180.727699
9.580000,-242.050232,-0.719676,0.000000,0.037622,-0.001171,180.727589
9.590000,-242.300278,-0.722850,0.000000,0.037602,-0.001253,180.727480
9.600000,-242.550308,-0.726024,0.000000,0.037582,-0.001334,180.727371
9.610000,-242.800354,-0.729197,0.000000,0.037562,-0.001414,180.727248
9.620000,-243.050385,-0.732370,0.000000,0.037542,-0.001493,180.727125
9.630000,-243.300415,-0.735542,0.000000,0.037522,-0.001572,180.727002
9.640000,-243.550446,-0.738713,0.000000,0.037501,-0.001650,180.726879
9.650000,-243.800476,-0.741884,0.000000,0.037481,-0.001726,180.726756
9.660000,-244.050507,-0.745055,0.000000,0.037460,-0.001803,180.726620
9.670000,-244.300537,-0.748225,0.000000,0.037440,-0.001878,180.726483
9.680000,-244.550568,-0.751395,0.000000,0.037419,-0.001952,180.726346
9.690000,-244.800598,-0.754564,0.000000,0.037398,-0.002026,180.726196
9.700000,-245.050613,-0.757732,0.000000,0.037378,-0.002099,180.726060
9.710000,-245.300644,-0.760900,0.000000,0.037357,-0.002171,180.725909
9.720000,-245.550659,-0.764067,0.000000,0.037336,-0.002242,180.725759
9.730000,-245.800690,-0.767234,0.000000,0.037315,-0.002313,180.725609
9.740000,-246.050705,-0.770399,0.000000,0.037294,-0.002382,180.725445
9.750000,-246.300735,-0.773565,0.000000,0.037273,-0.002451,180.725281
9.760000,-246.550751,-0.776729,0.000000,0.037252,-0.002519,180.725131
9.770000,-246.800766,-0.779893,0.000000,0.037231,-0.002587,180.724967
9.780000,-247.050781,-0.783057,0.000000,0.037210,-0.002653,180.724789
9.790000,-247.300797,-0.786219,0.000000,0.037189,-0.002719,180.724625
9.800000,-247.550812,-0.789381,0.000000,0.037168,-0.002784,180.724448
9.810000,-247.800827,-0.792542,0.000000,0.037146,-0.002848,180.724270
9.820000,-248.050842,-0.795703,0.000000,0.037125,-0.002912,180.724092
9.830000,-248.300858,-0.798862,0.000000,0.037104,-0.002974,180.723915
9.840000,-248.550873,-0.802021,0.000000,0.037082,-0.003036,180.723737
9.850000,-248.800888,-0.805179,0.000000,0.037061,-0.003097,180.723546
9.860000,-249.050888,-0.808337,0.000000,0.037039,-0.003158,180.723355
9.870000,-249.300903,-0.811493,0.000000,0.037018,-0.003217,180.723164
9.880000,-249.550903,-0.814649,0.000000,0.036996,-0.003276,180.722972
9.890000,-249.800919,-0.817804,0.000000,0.036975,-0.003335,180.722781
9.900000,-250.050919,-0.820958,0.000000,0.036953,-0.003392,180.722576
9.910000,-250.300934,-0.824112,0.000000,0.036932,-0.003449,180.722385
9.920000,-250.550934,-0.827264,0.000000,0.036910,-0.003505,180.722180
9.930000,-250.800934,-0.830416,0.000000,0.036889,-0.003560,180.721975
9.940000,-251.050934,-0.833567,0.000000,0.036867,-0.003615,180.721770
9.950000,-251.300934,-0.836717,0.000000,0.036845,-0.003668,180.721565
9.960000,-251.550934,-0.839866,0.000000,0.036824,-0.003722,180.721347
9.970000,-251.800934,-0.843014,0.000000,0.036802,-0.003774,180.721142
9.980000,-252.050934,-0.846161,0.000000,0.036780,-0.003826,180.720923
9.990000,-252.300934,-0.849307,0.000000,0.036758,-0.003877,180.720705
10.000000,-252.550934,-0.852453,0.000000,0.036737,-0.003927,180.720486
10.010000,-252.800934,-0.855597,0.000000,0.036715,-0.003977,180.720268
10.020000,-253.050919,-0.858741,0.000000,0.036693,-0.004026,180.720049
10.030000,-253.300919,-0.861884,0.000000,0.036671,-0.004074,180.719817
10.040000,-253.550919,-0.865025,0.000000,0.036650,-0.004121,180.719598
10.050000,-253.800903,-0.868166,0.000000,0.036628,-0.004168,180.719366
10.060000,-254.050903,-0.871306,0.000000,0.036606,-0.004214,180.719134
10.070000,-254.300888,-0.874445,0.000000,0.036584,-0.004260,180.718901
10.080000,-254.550888,-0.877582,0.000000,0.036562,-0.004305,180.718669
10.090000,-254.800873,-0.880719,0.000000,0.036541,-0.004349,180.718437
10.100000,-255.050858,-0.883855,0.000000,0.036519,-0.004393,180.718205
10.110000,-255.300842,-0.886990,0.000000,0.036497,-0.004435,180.717959
10.120000,-255.550842,-0.890124,0.000000,0.036475,-0.004478,180.717727
10.130000,-255.800827,-0.893256,0.000000,0.036453,-0.004519,180.717481
10.140000,-256.050812,-0.896388,0.000000,0.036432,-0.004560,180.717235
10.150000,-256.300781,-0.899519,0.000000,0.036410,-0.004601,180.716989
10.160000,-256.550781,-0.902649,0.000000,0.036388,-0.004640,180.716743
10.170000,-256.800751,-0.905777,0.000000,0.036366,-0.004679,180.716497
10.180000,-257.050751,-0.908905,0.000000,0.036345,-0.004718,180.716251
10.190000,-257.300720,-0.912031,0.000000,0.036323,-0.004756,180.716005
10.200000,-257.550720,-0.915157,0.000000,0.036301,-0.004793,180.715746
10.210000,-257.800690,-0.918281,0.000000,0.036280,-0.004830,180.715500
10.220000,-258.050659,-0.921404,0.000000,0.036258,-0.004866,180.715240
10.230000,-258.300659,-0.924527,0.000000,0.036237,-0.004901,180.714981
10.240000,-258.550629,-0.927648,0.000000,0.036215,-0.004936,180.714735
10.250000,-258.800598,-0.930768,0.000000,0.036193,-0.004970,180.714476
10.260000,-259.050568,-0.933887,0.000000,0.036172,-0.005004,180.714216
10.270000,-259.300568,-0.937004,0.000000,0.036150,-0.005037,180.713956
10.280000,-259.550537,-0.940121,0.000000,0.036129,-0.005070,180.713683
10.290000,-259.800507,-0.943236,0.000000,0.036108,-0.005101,180.713424
10.300000,-260.050476,-0.946351,0.000000,0.036086,-0.005133,180.713164
10.310000,-260.300446,-0.949464,0.000000,0.036065,-0.005164,180.712891
10.320000,-260.550415,-0.952576,0.000000,0.036043,-0.005194,180.712631
10.330000,-260.800415,-0.955687,0.000000,0.036022,-0.005224,180.712358
10.340000,-261.050385,-0.958797,0.000000,0.036001,-0.005253,180.712099
10.350000,-261.300354,-0.961906,0.000000,0.035980,-0.005281,180.711825
10.360000,-261.550323,-0.965013,0.000000,0.035958,-0.005309,180.711552
10.370000,-261.800293,-0.968120,0.000000,0.035937,-0.005337,180.711279
10.380000,-262.050262,-0.971225,0.000000,0.035916,-0.005363,180.711006
10.390000,-262.300232,-0.974329,0.000000,0.035895,-0.005390,180.710733
10.400000,-262.550201,-0.977432,0.000000,0.035873,-0.005415,180.710459
10.410000,-262.800171,-0.980533,0.000000,0.035852,-0.005441,180.710186
10.420000,-263.050110,-0.983634,0.000000,0.035831,-0.005465,180.709913
10.430000,-263.300079,-0.986733,0.000000,0.035810,-0.005489,180.709626
10.440000,-263.550049,-0.989831,0.000000,0.035789,-0.005513,180.709353
10.450000,-263.800018,-0.992928,0.000000,0.035768,-0.005536,180.709066
10.460000,-264.049988,-0.996024,0.000000,0.035747,-0.005559,180.708793
10.470000,-264.299957,-0.999118,0.000000,0.035726,-0.005581,180.708506
10.480000,-264.549896,-1.002211,0.000000,0.035705,-0.005602,180.708233
10.490000,-264.799866,-1.005304,0.000000,0.035684,-0.005623,180.707946
10.500000,-265.049835,-1.008394,0.000000,0.035663,-0.005644,180.707673
10.510000,-265.299805,-1.011484,0.000000,0.035642,-0.005664,180.707386
10.520000,-265.549744,-1.014572,0.000000,0.035621,-0.005684,180.707099
10.530000,-265.799713,-1.017660,0.000000,0.035600,-0.005703,180.706812
10.540000,-266.049683,-1.020745,0.000000,0.035580,-0.005722,180.706525
10.550000,-266.299622,-1.023830,0.000000,0.035559,-0.005740,180.706238
10.560000,-266.549591,-1.026914,0.000000,0.035538,-0.005758,180.705951
10.570000,-266.799561,-1.029996,0.000000,0.035518,-0.005775,180.705665
10.580000,-267.049500,-1.033077,0.000000,0.035497,-0.005792,180.705378
10.590000,-267.299469,-1.036157,0.000000,0.035477,-0.005808,180.705091
10.600000,-267.549408,-1.039235,0.000000,0.035456,-0.005824,180.704804
10.610000,-267.799377,-1.042312,0.000000,0.035436,-0.005840,180.704517
10.620000,-268.049347,-1.045388,0.000000,0.035415,-0.005855,180.704230
10.630000,-268.299286,-1.048463,0.000000,0.035395,-0.005870,180.703943
10.640000,-268.549255,-1.051537,0.000000,0.035375,-0.005884,180.703643
10.650000,-268.799194,-1.054609,0.000000,0.035355,-0.005898,180.703356
10.660000,-269.049164,-1.057680,0.000000,0.035334,-0.005912,180.703069
10.670000,-269.299103,-1.060750,0.000000,0.035314,-0.005925,180.702769
10.680000,-269.549072,-1.063818,0.000000,0.035294,-0.005938,180.702482
10.690000,-269.799011,-1.066885,0.000000,0.035274,-0.005950,180.702195
10.700000,-270.048950,-1.069951,0.000000,0.035254,-0.005962,180.701894
10.710000,-270.298920,-1.073016,0.000000,0.035235,-0.005973,180.701607
10.720000,-270.548859,-1.076079,0.000000,0.035215,-0.005985,180.701307
10.730000,-270.798828,-1.079141,0.000000,0.035195,-0.005995,180.701020
10.740000,-271.048767,-1.082202,0.000000,0.035175,-0.006006,180.700719
10.750000,-271.298706,-1.085262,0.000000,0.035156,-0.006016,180.700433
10.760000,-271.548676,-1.088320,0.000000,0.035136,-0.006026,180.700132
10.770000,-271.798615,-1.091377,0.000000,0.035117,-0.006035,180.699845
10.780000,-272.048553,-1.094433,0.000000,0.035097,-0.006044,180.699545
10.790000,-272.298492,-1.097487,0.000000,0.035078,-0.006053,180.699244
